Year_of_Release,Platform,Genre,Global_Sales
-01-01-01-01-01-01,Wii,Misc,2.42
-01-0113-01-01,PS3,Action,2.42
-01-0106-01-01,PSP,Racing,2.42
-01-0103-01-01,PS2,Fighting,2.41
-01-01-01-01-01-01,PS3,Sports,2.41
-01-0101-01-01,PS2,Racing,2.41
1998-01-01,PS,Action,2.41
-01-0107-01-01,PS2,Racing,2.41
-01-0111-01-01,X360,Shooter,2.4
1996-01-01,PS,Puzzle,2.4
1987-01-01,NES,Fighting,2.4
1997-01-01,PC,Strategy,2.4
nan,GBA,Adventure,2.39
1994-01-01,PC,Misc,2.39
1993-01-01,GEN,,2.39
-01-0105-01-01,PS2,Misc,2.38
-01-01-01-01-01-01,PS3,Sports,2.38
1998-01-01,N64,Fighting,2.38
-01-0101-01-01,PS2,Misc,2.38
-01-0111-01-01,X360,Action,2.37
-01-0104-01-01,PC,Shooter,2.37
-01-0104-01-01,PS2,Action,2.37
-01-0107-01-01,X360,Sports,2.37
-01-0104-01-01,PS2,Sports,2.37
-01-01-01-01-01-01,X360,Sports,2.37
-01-0109-01-01,PS3,Sports,2.37
1995-01-01,GB,Platform,2.36
-01-0108-01-01,X360,Racing,2.35
1996-01-01,GB,Platform,2.35
1998-01-01,GB,Role-Playing,2.35
-01-0111-01-01,X360,Misc,2.35
-01-0107-01-01,PS2,Fighting,2.34
-01-0115-01-01,3DS,Action,2.34
nan,Wii,Action,2.34
-01-0101-01-01,PS2,Action,2.34
-01-0115-01-01,XOne,Sports,2.34
-01-0111-01-01,X360,Sports,2.34
-01-0108-01-01,Wii,Sports,2.32
-01-01-01-01-01-01,N64,Sports,2.32
1997-01-01,PS,Action,2.32
-01-0104-01-01,PS2,Shooter,2.31
1999-01-01,PS,Racing,2.31
1995-01-01,SNES,Role-Playing,2.31
-01-0112-01-01,PC,Action,2.31
1998-01-01,PS,Sports,2.31
-01-0112-01-01,3DS,Role-Playing,2.3
-01-0104-01-01,DS,Puzzle,2.3
-01-0113-01-01,PS3,Action,2.29
1997-01-01,PC,Action,2.29
-01-0115-01-01,3DS,Action,2.29
-01-0107-01-01,PS3,Action,2.29
-01-0104-01-01,XB,Racing,2.28
-01-0109-01-01,PS3,Sports,2.28
1983-01-01,NES,Platform,2.28
-01-0108-01-01,PS2,Sports,2.28
-01-01-01-01-01-01,DS,Action,2.28
-01-01-01-01-01-01,X360,Simulation,2.28
-01-0108-01-01,DS,Role-Playing,2.28
1997-01-01,PS,Racing,2.28
-01-0111-01-01,PS3,Action,2.27
-01-0102-01-01,GBA,Platform,2.27
-01-0101-01-01,GBA,Platform,2.26
-01-0109-01-01,PS3,Misc,2.26
-01-0116-01-01,PS4,Action,2.26
-01-0116-01-01,XOne,Shooter,2.25
-01-0102-01-01,PS2,Adventure,2.25
1997-01-01,PS,Sports,2.25
-01-0104-01-01,GC,Role-Playing,2.25
-01-0111-01-01,PS3,Sports,2.25
-01-0113-01-01,PS3,Action,2.25
-01-0107-01-01,PS3,Misc,2.24
-01-0101-01-01,GBA,Platform,2.24
-01-0106-01-01,Wii,Misc,2.24
-01-01-01-01-01-01,Wii,Misc,2.24
nan,Wii,Shooter,2.24
-01-0113-01-01,WiiU,Platform,2.24
-01-0113-01-01,XOne,Action,2.23
-01-0101-01-01,GBA,Platform,2.23
-01-0108-01-01,PSP,Fighting,2.23
-01-0113-01-01,X360,Sports,2.23
19-01-01-01-01,NES,Action,2.23
-01-0109-01-01,PS2,Simulation,2.23
-01-0112-01-01,PS3,Shooter,2.23
-01-0103-01-01,PS2,Action,2.22
-01-0109-01-01,Wii,Role-Playing,2.22
-01-0113-01-01,X360,Action,2.22
1998-01-01,GB,Adventure,2.22
-01-0107-01-01,Wii,Action,2.22
-01-0115-01-01,PS4,Shooter,2.21
-01-0108-01-01,PS3,Action,2.21
-01-0106-01-01,PS2,Action,2.21
1981-01-01,2600,Action,2.2
-01-0107-01-01,X360,Misc,2.2
-01-0113-01-01,XOne,Racing,2.2
-01-0108-01-01,X360,Misc,2.2
1986-01-01,NES,Sports,2.2
-01-01-01-01-01-01,GB,Platform,2.2
-01-01-01-01-01-01,X360,Racing,2.2
-01-0108-01-01,DS,Action,2.2
-01-01-01-01-01-01,X360,Shooter,2.2
-01-0107-01-01,DS,Puzzle,2.2
-01-0103-01-01,XB,Role-Playing,2.19
1992-01-01,GB,Misc,2.19
-01-01-01-01-01-01,GB,Platform,2.19
-01-0114-01-01,PS4,Sports,2.19
-01-0111-01-01,PS3,Action,2.19
-01-0106-01-01,X360,Action,2.18
-01-01-01-01-01-01,GB,Role-Playing,2.18
-01-0102-01-01,PS2,Racing,2.18
-01-0114-01-01,XOne,Sports,2.18
-01-0103-01-01,GBA,Role-Playing,2.17
1998-01-01,N64,Simulation,2.17
1984-01-01,NES,Sports,2.17
-01-0116-01-01,XOne,Shooter,2.16
-01-01-01-01-01-01,X360,Role-Playing,2.16
-01-0101-01-01,PC,Simulation,2.16
-01-0109-01-01,DS,Puzzle,2.16
-01-0108-01-01,Wii,Platform,2.16
-01-01-01-01-01-01,PS,Shooter,2.15
-01-0106-01-01,DS,Role-Playing,2.15
1987-01-01,NES,Sports,2.15
-01-0113-01-01,Wii,Platform,2.15
-01-0116-01-01,PS4,Shooter,2.14
-01-0112-01-01,PS3,Action,2.14
1992-01-01,PC,Simulation,2.14
1988-01-01,NES,Racing,2.14
1996-01-01,SNES,Role-Playing,2.14
1983-01-01,NES,Misc,2.14
1981-01-01,2600,Shooter,2.13
-01-0107-01-01,PSP,Shooter,2.13
-01-0104-01-01,PS2,Simulation,2.13
-01-0103-01-01,GBA,Role-Playing,2.13
-01-0109-01-01,Wii,Sports,2.12
-01-0101-01-01,XB,Racing,2.12
1989-01-01,GB,Sports,2.12
-01-0111-01-01,PS3,Sports,2.11
-01-01-01-01-01-01,N64,Sports,2.11
-01-0102-01-01,PS2,Racing,2.11
-01-0108-01-01,PS3,Sports,2.11
-01-0103-01-01,PS2,Action,2.11
-01-0113-01-01,PS3,Sports,2.11
1998-01-01,PS,Role-Playing,2.1
-01-0106-01-01,DS,Puzzle,2.1
-01-0102-01-01,XB,Action,2.1
-01-0102-01-01,PS2,Platform,2.1
-01-0115-01-01,PS4,Shooter,2.1
-01-0111-01-01,X360,Fighting,2.1
-01-0109-01-01,PS3,Shooter,2.09
-01-0105-01-01,PS2,Action,2.09
1997-01-01,PS,Sports,2.09
-01-01-01-01-01-01,X360,Action,2.09
-01-0103-01-01,PS2,Action,2.09
-01-0115-01-01,PS4,Action,2.09
-01-0113-01-01,3DS,Role-Playing,2.09
-01-0106-01-01,X360,Action,2.08
-01-01-01-01-01-01,PC,Role-Playing,2.08
-01-0102-01-01,PS2,Puzzle,2.08
-01-0106-01-01,DS,Role-Playing,2.08
1998-01-01,PC,Strategy,2.08
-01-0103-01-01,GC,Misc,2.08
nan,Wii,Misc,2.08
1994-01-01,PC,Strategy,2.08
-01-0113-01-01,3DS,Role-Playing,2.08
-01-0111-01-01,X360,Shooter,2.08
-01-01-01-01-01-01,Wii,Sports,2.08
-01-0105-01-01,PSP,Racing,2.07
-01-0102-01-01,PS,Shooter,2.07
-01-0106-01-01,DS,Simulation,2.07
-01-0107-01-01,Wii,Simulation,2.07
-01-0114-01-01,PS4,Racing,2.07
-01-0101-01-01,GBA,Strategy,2.07
-01-0109-01-01,X360,Fighting,2.06
-01-01-01-01-01-01,PSP,Action,2.06
-01-01-01-01-01-01,Wii,Platform,2.06
-01-0109-01-01,Wii,Misc,2.06
-01-0105-01-01,GBA,Role-Playing,2.06
-01-0104-01-01,GBA,Action,2.06
1998-01-01,PS,Racing,2.06
-01-01-01-01-01-01,PSP,Role-Playing,2.06
-01-01-01-01-01-01,X360,Action,2.06
-01-0103-01-01,PS2,Fighting,2.06
-01-0107-01-01,X360,Racing,2.05
-01-0102-01-01,GC,Misc,2.05
-01-01-01-01-01-01,PS3,Action,2.05
-01-0114-01-01,X360,Sports,2.05
-01-0108-01-01,PS3,Racing,2.05
-01-01-01-01-01-01,DS,Action,2.05
1992-01-01,GEN,Sports,2.05
-01-0106-01-01,PS2,Shooter,2.04
-01-0105-01-01,PS2,Action,2.04
-01-0107-01-01,PS3,Racing,2.04
-01-0103-01-01,GBA,Platform,2.04
-01-0111-01-01,X360,Misc,2.04
-01-0107-01-01,X360,Racing,2.04
1998-01-01,N64,Sports,2.03
-01-0108-01-01,DS,Misc,2.03
-01-0103-01-01,PS2,Sports,2.03
-01-0105-01-01,X360,Shooter,2.03
-01-0108-01-01,Wii,Misc,2.03
-01-0105-01-01,DS,Role-Playing,2.02
-01-0111-01-01,PS3,Role-Playing,2.02
-01-0111-01-01,X360,Misc,2.02
-01-0113-01-01,XOne,Shooter,2.02
-01-0112-01-01,3DS,Role-Playing,2.01
-01-0111-01-01,PS3,Action,2.01
-01-0114-01-01,Wii,Misc,2.01
-01-0114-01-01,PS4,Role-Playing,2.01
1993-01-01,SNES,Fighting,2.0
-01-0108-01-01,PS3,Action,2.0
-01-0108-01-01,PS3,Fighting,2.0
-01-0107-01-01,DS,Puzzle,2.0
1997-01-01,PS,Action,1.99
1989-01-01,GB,Sports,1.99
-01-0102-01-01,GBA,Action,1.99
-01-0109-01-01,DS,Role-Playing,1.98
-01-01-01-01-01-01,PS3,Sports,1.98
1991-01-01,SNES,Simulation,1.98
-01-0102-01-01,PS,Action,1.98
-01-0113-01-01,PS4,Racing,1.98
-01-0102-01-01,PS2,Platform,1.97
-01-0103-01-01,PS2,Action,1.97
1981-01-01,2600,Action,1.97
-01-0104-01-01,PSP,Sports,1.96
-01-0114-01-01,PSV,Misc,1.96
1985-01-01,NES,Sports,1.96
1986-01-01,NES,Racing,1.96
-01-0112-01-01,X360,Racing,1.96
-01-0106-01-01,X360,Shooter,1.95
-01-0103-01-01,PS2,Racing,1.95
-01-0112-01-01,X360,Shooter,1.95
-01-0105-01-01,XB,Action,1.95
1994-01-01,PC,Shooter,1.95
-01-0103-01-01,PS2,Sports,1.95
-01-0103-01-01,PS2,Fighting,1.94
-01-0106-01-01,DS,Platform,1.94
-01-0108-01-01,PS3,Racing,1.94
1999-01-01,PC,Misc,1.94
1989-01-01,GB,Puzzle,1.94
-01-0101-01-01,PS,Adventure,1.94
-01-01-01-01-01-01,PS3,Simulation,1.94
-01-0108-01-01,X360,Sports,1.94
-01-0104-01-01,PS2,Fighting,1.94
-01-0108-01-01,Wii,Shooter,1.94
1997-01-01,PS,Racing,1.94
-01-0102-01-01,PS2,Shooter,1.94
-01-0113-01-01,X360,Shooter,1.93
-01-0104-01-01,PS2,Role-Playing,1.93
1993-01-01,SNES,Fighting,1.93
1995-01-01,SAT,Fighting,1.93
-01-0108-01-01,X360,Fighting,1.93
-01-0115-01-01,PS4,Shooter,1.93
1998-01-01,GB,Puzzle,1.93
-01-0101-01-01,GB,Action,1.92
-01-0114-01-01,X360,Shooter,1.92
-01-0101-01-01,PS2,Shooter,1.92
-01-0103-01-01,PC,Simulation,1.92
-01-0113-01-01,3DS,Misc,1.92
-01-0104-01-01,PS2,Racing,1.92
1996-01-01,PS,Misc,1.92
-01-0108-01-01,PS3,Misc,1.92
-01-0109-01-01,X360,Racing,1.91
-01-01-01-01-01-01,N64,Misc,1.91
-01-0113-01-01,PS3,Role-Playing,1.91
-01-0114-01-01,PS4,Platform,1.91
-01-0101-01-01,GC,Simulation,1.9
-01-0113-01-01,X360,Action,1.89
-01-0108-01-01,Wii,Sports,1.89
-01-0113-01-01,3DS,Platform,1.89
-01-0108-01-01,Wii,Misc,1.89
-01-0108-01-01,PS3,Sports,1.88
-01-0113-01-01,X360,Action,1.88
-01-0108-01-01,Wii,Misc,1.88
1999-01-01,PS,Role-Playing,1.88
-01-0104-01-01,PS2,Fighting,1.88
1999-01-01,PS,Sports,1.88
-01-0105-01-01,PS2,Shooter,1.88
-01-0116-01-01,PS4,Sports,1.88
-01-0109-01-01,Wii,Misc,1.88
1998-01-01,PS,Fighting,1.88
-01-0107-01-01,PS2,Misc,1.87
-01-0102-01-01,GC,Adventure,1.87
1998-01-01,PS,Sports,1.87
-01-0113-01-01,PS3,Sports,1.87
-01-0101-01-01,PS2,Action,1.87
-01-0101-01-01,GB,Adventure,1.86
-01-0109-01-01,PS3,Platform,1.86
-01-0105-01-01,XB,Sports,1.86
-01-0104-01-01,PS2,Platform,1.86
1997-01-01,N64,Platform,1.86
1999-01-01,PS,Role-Playing,1.86
-01-0104-01-01,PS2,Misc,1.86
-01-0108-01-01,Wii,Action,1.86
-01-0101-01-01,PS2,Sports,1.86
-01-0115-01-01,PS4,Action,1.86
1999-01-01,PS,Role-Playing,1.86
-01-0104-01-01,PS2,Platform,1.85
-01-0104-01-01,GBA,Role-Playing,1.85
1984-01-01,NES,Action,1.85
-01-0112-01-01,PS3,Shooter,1.85
-01-0101-01-01,PS2,Racing,1.84
-01-0113-01-01,PS3,Action,1.84
-01-0109-01-01,DS,Action,1.84
-01-0105-01-01,PS2,Sports,1.84
1998-01-01,N64,Simulation,1.83
-01-0107-01-01,Wii,Misc,1.83
-01-0105-01-01,GBA,Misc,1.83
1996-01-01,PS,Racing,1.83
-01-0114-01-01,3DS,Platform,1.83
1993-01-01,SNES,Role-Playing,1.83
-01-01-01-01-01-01,Wii,Action,1.83
-01-01-01-01-01-01,DS,Platform,1.83
1995-01-01,PS,Simulation,1.83
-01-0114-01-01,PS4,Role-Playing,1.82
-01-0111-01-01,PS3,Action,1.82
-01-0112-01-01,PC,Role-Playing,1.82
1994-01-01,GEN,Platform,1.82
-01-0101-01-01,PS2,Misc,1.82
-01-0101-01-01,PC,Simulation,1.82
-01-0109-01-01,PS3,Role-Playing,1.82
-01-0107-01-01,X360,Shooter,1.82
-01-0103-01-01,PS2,Simulation,1.81
-01-01-01-01-01-01,DC,Racing,1.81
-01-0102-01-01,PS2,Fighting,1.81
-01-0116-01-01,PS4,Action,1.81
-01-0104-01-01,PS2,Platform,1.81
-01-0108-01-01,PS2,Misc,1.8
-01-0102-01-01,GBA,Platform,1.8
-01-0106-01-01,X360,Sports,1.8
1999-01-01,PS,Sports,1.8
-01-01-01-01-01-01,PS3,Action,1.8
-01-0115-01-01,XOne,Racing,1.8
-01-0114-01-01,PS4,Action,1.79
-01-0107-01-01,Wii,Shooter,1.79
-01-0113-01-01,WiiU,Action,1.79
1994-01-01,SNES,Platform,1.79
-01-0111-01-01,3DS,Puzzle,1.79
-01-0103-01-01,PS2,Racing,1.78
-01-0101-01-01,PS,Action,1.78
-01-0104-01-01,PS2,Action,1.78
-01-0105-01-01,PS2,Action,1.77
1991-01-01,SNES,Role-Playing,1.77
-01-01-01-01-01-01,N64,Platform,1.77
-01-0101-01-01,XB,Fighting,1.77
-01-0106-01-01,DS,Role-Playing,1.76
-01-0111-01-01,Wii,Action,1.76
-01-0107-01-01,Wii,Misc,1.76
1991-01-01,GB,Adventure,1.76
1998-01-01,PS,Fighting,1.76
-01-0109-01-01,PS3,Fighting,1.76
-01-0104-01-01,PS2,Platform,1.76
-01-0101-01-01,GBA,Role-Playing,1.76
1994-01-01,GEN,Platform,1.76
1986-01-01,NES,Platform,1.76
-01-0104-01-01,PS2,Fighting,1.76
-01-0102-01-01,XB,Shooter,1.76
-01-0102-01-01,PS2,Action,1.76
-01-0107-01-01,GBA,Action,1.76
-01-0104-01-01,PS2,Simulation,1.76
-01-0101-01-01,PS2,Simulation,1.76
1998-01-01,PS,Sports,1.75
-01-0104-01-01,XB,Shooter,1.75
-01-0101-01-01,PS2,Sports,1.75
-01-0116-01-01,PS4,Sports,1.75
-01-01-01-01-01-01,PS3,Action,1.75
1993-01-01,SNES,Platform,1.75
1993-01-01,NES,Platform,1.75
1991-01-01,NES,Puzzle,1.75
-01-0115-01-01,PS4,Role-Playing,1.75
-01-0107-01-01,PS3,Sports,1.75
-01-0107-01-01,X360,Shooter,1.75
-01-0113-01-01,WiiU,Misc,1.75
-01-0108-01-01,PS2,Simulation,1.75
-01-0104-01-01,GBA,Misc,1.75
-01-0113-01-01,PS3,Role-Playing,1.74
1999-01-01,PS,Adventure,1.74
-01-0102-01-01,PS2,Role-Playing,1.74
-01-0114-01-01,PS3,Action,1.74
-01-0112-01-01,X360,Action,1.74
-01-0112-01-01,PS3,Role-Playing,1.74
1996-01-01,N64,Racing,1.74
1998-01-01,PS,Sports,1.74
-01-0115-01-01,PS4,Shooter,1.74
-01-0101-01-01,PS2,Sports,1.73
-01-0113-01-01,PS4,Platform,1.73
1998-01-01,PS,Action,1.73
-01-0101-01-01,GB,Action,1.73
-01-01-01-01-01-01,DS,Role-Playing,1.73
-01-0102-01-01,GBA,Platform,1.73
-01-0112-01-01,X360,Action,1.73
-01-0103-01-01,PS2,Action,1.72
-01-0114-01-01,PS4,Racing,1.72
-01-0108-01-01,PS2,Shooter,1.72
-01-0114-01-01,XOne,Sports,1.72
-01-0104-01-01,XB,Sports,1.72
-01-0103-01-01,PS2,Role-Playing,1.72
-01-0111-01-01,PC,Shooter,1.72
-01-0112-01-01,X360,Action,1.71
1998-01-01,PS,Platform,1.71
-01-0109-01-01,Wii,Misc,1.71
-01-0104-01-01,PS2,Simulation,1.71
-01-0103-01-01,XB,Racing,1.71
-01-0106-01-01,DS,Misc,1.71
-01-0101-01-01,GBA,Puzzle,1.71
-01-0108-01-01,DS,Simulation,1.71
-01-0115-01-01,X360,Shooter,1.71
-01-0107-01-01,DS,Misc,1.7
-01-0109-01-01,PS2,Sports,1.7
-01-0111-01-01,PS3,Shooter,1.7
1993-01-01,SNES,Puzzle,1.7
-01-0106-01-01,PS2,Sports,1.7
-01-01-01-01-01-01,PC,Simulation,1.7
-01-0116-01-01,PS4,Action,1.7
-01-0107-01-01,DS,Action,1.7
-01-0109-01-01,Wii,Sports,1.69
-01-0105-01-01,PS2,Shooter,1.69
-01-0113-01-01,PS3,Shooter,1.69
1999-01-01,PS,Misc,1.69
-01-0115-01-01,PS3,Shooter,1.69
1997-01-01,N64,Fighting,1.69
1998-01-01,PS,Fighting,1.69
-01-0101-01-01,GBA,Action,1.69
-01-0102-01-01,GBA,Role-Playing,1.69
-01-0109-01-01,DS,Simulation,1.69
-01-0105-01-01,GC,Action,1.69
-01-0107-01-01,DS,Puzzle,1.69
-01-0109-01-01,Wii,Puzzle,1.68
-01-0108-01-01,X360,Racing,1.68
-01-0106-01-01,PS2,Misc,1.68
1997-01-01,PS,Sports,1.68
-01-01-01-01-01-01,Wii,Platform,1.68
-01-0108-01-01,PS3,Action,1.68
1992-01-01,GB,Puzzle,1.68
1997-01-01,PS,Shooter,1.68
-01-01-01-01-01-01,PC,Strategy,1.68
-01-0115-01-01,3DS,Role-Playing,1.68
-01-0103-01-01,PC,Simulation,1.68
-01-0102-01-01,GBA,Action,1.68
-01-0108-01-01,Wii,Sports,1.67
-01-0107-01-01,PSP,Shooter,1.67
-01-0103-01-01,PS2,Sports,1.67
-01-01-01-01-01-01,PS,Sports,1.67
-01-0105-01-01,XB,Shooter,1.67
1989-01-01,NES,Platform,1.67
-01-0101-01-01,PS,Sports,1.67
-01-0101-01-01,GBA,Adventure,1.67
-01-0103-01-01,XB,Racing,1.67
-01-0109-01-01,PS3,Role-Playing,1.67
-01-0101-01-01,PS2,Racing,1.67
-01-0103-01-01,PS2,Sports,1.67
-01-0106-01-01,PS3,Fighting,1.67
-01-0113-01-01,PC,Strategy,1.67
-01-0103-01-01,PS2,Platform,1.67
-01-0115-01-01,PS4,Adventure,1.66
-01-0108-01-01,Wii,Sports,1.66
1992-01-01,GEN,Fighting,1.66
-01-01-01-01-01-01,PS2,Sports,1.66
-01-0108-01-01,Wii,Sports,1.66
-01-0104-01-01,PS2,Sports,1.66
-01-0113-01-01,X360,Action,1.66
-01-0102-01-01,PS2,Sports,1.66
-01-0112-01-01,X360,Action,1.66
-01-0105-01-01,PS2,Fighting,1.66
-01-0116-01-01,PS4,Role-Playing,1.65
1981-01-01,2600,Puzzle,1.65
-01-0111-01-01,Wii,Platform,1.65
-01-0104-01-01,GC,Misc,1.65
1991-01-01,SNES,Shooter,1.65
-01-0108-01-01,Wii,Action,1.65
-01-0106-01-01,X360,Racing,1.65
-01-0107-01-01,PS3,Action,1.65
-01-0104-01-01,PS2,Role-Playing,1.65
-01-0107-01-01,Wii,Simulation,1.65
-01-0104-01-01,GBA,Platform,1.64
-01-0108-01-01,X360,Shooter,1.64
1982-01-01,2600,Puzzle,1.64
1999-01-01,PS,Shooter,1.64
1986-01-01,NES,Action,1.64
-01-0102-01-01,PS2,Sports,1.64
-01-0105-01-01,PS2,Sports,1.64
-01-0104-01-01,PS2,Action,1.64
-01-0114-01-01,XOne,Shooter,1.63
-01-0104-01-01,XB,Sports,1.63
-01-0113-01-01,PS3,Adventure,1.63
-01-0101-01-01,GC,Strategy,1.63
-01-0103-01-01,PS2,Sports,1.63
-01-0114-01-01,X360,Sports,1.63
nan,PC,Shooter,1.63
1999-01-01,PS,Platform,1.63
-01-0104-01-01,PS2,Sports,1.62
-01-0112-01-01,X360,Shooter,1.62
-01-0106-01-01,X360,Simulation,1.62
-01-0105-01-01,PS2,Sports,1.62
-01-01-01-01-01-01,X360,Simulation,1.62
-01-0103-01-01,GC,Racing,1.62
-01-0113-01-01,PS4,Action,1.62
1998-01-01,PS,Racing,1.62
-01-0114-01-01,PS3,Shooter,1.62
nan,PS3,Misc,1.62
-01-0107-01-01,DS,Role-Playing,1.62
-01-0104-01-01,PS2,Sports,1.61
1989-01-01,GB,Sports,1.61
1998-01-01,GB,Strategy,1.61
-01-0105-01-01,GC,Sports,1.61
-01-0105-01-01,PS2,Misc,1.61
-01-0111-01-01,X360,Shooter,1.6
-01-0106-01-01,DS,Sports,1.6
-01-0107-01-01,DS,Action,1.6
-01-0105-01-01,PS2,Action,1.6
1998-01-01,N64,Racing,1.6
1981-01-01,2600,Shooter,1.6
-01-01-01-01-01-01,X360,Action,1.6
1999-01-01,PS,Action,1.6
-01-0103-01-01,GC,Platform,1.6
-01-0113-01-01,Wii,Action,1.6
-01-0104-01-01,PS2,Sports,1.59
1996-01-01,PC,Role-Playing,1.59
-01-0108-01-01,X360,Action,1.59
-01-0106-01-01,GC,Action,1.59
1996-01-01,PS,Fighting,1.59
1982-01-01,2600,Platform,1.59
-01-0107-01-01,PS3,Sports,1.59
1999-01-01,PS,Racing,1.59
-01-0106-01-01,Wii,Role-Playing,1.58
-01-0112-01-01,3DS,Action,1.58
-01-0108-01-01,Wii,Simulation,1.58
-01-0108-01-01,X360,Fighting,1.58
-01-01-01-01-01-01,PS,Misc,1.58
-01-0111-01-01,PS3,Platform,1.58
-01-0102-01-01,GBA,Platform,1.58
-01-0115-01-01,WiiU,Misc,1.58
-01-0108-01-01,PS3,Action,1.57
-01-0113-01-01,XOne,Action,1.57
-01-0109-01-01,PS2,Sports,1.57
-01-0101-01-01,PS2,Sports,1.57
-01-0113-01-01,X360,Shooter,1.57
-01-0114-01-01,XOne,Action,1.57
-01-0108-01-01,DS,Misc,1.57
-01-0115-01-01,X360,Sports,1.57
-01-0114-01-01,XOne,Sports,1.57
-01-0102-01-01,PS2,Shooter,1.57
-01-0105-01-01,GC,Misc,1.57
-01-0108-01-01,DS,Role-Playing,1.57
-01-0108-01-01,DS,Misc,1.56
-01-01-01-01-01-01,PS2,Racing,1.56
-01-0106-01-01,PS2,Fighting,1.56
-01-0112-01-01,X360,Racing,1.56
-01-0108-01-01,Wii,Sports,1.56
1988-01-01,NES,Platform,1.56
-01-0107-01-01,DS,Action,1.56
1995-01-01,PS,Action,1.56
19-01-01-01-01,SNES,Action,1.56
-01-0109-01-01,DS,Role-Playing,1.56
-01-0101-01-01,GB,Role-Playing,1.56
-01-0103-01-01,GBA,Misc,1.56
-01-0108-01-01,DS,Simulation,1.55
-01-0111-01-01,Wii,Action,1.55
-01-0102-01-01,PS2,Racing,1.55
-01-0103-01-01,XB,Shooter,1.55
-01-01-01-01-01-01,X360,Action,1.55
-01-01-01-01-01-01,N64,Action,1.55
-01-0101-01-01,PS,Action,1.55
-01-0109-01-01,Wii,Misc,1.55
1999-01-01,PC,Strategy,1.55
-01-0114-01-01,PS4,Shooter,1.55
-01-01-01-01-01-01,X360,Action,1.55
-01-0111-01-01,DS,Misc,1.54
-01-01-01-01-01-01,PS3,Shooter,1.54
-01-01-01-01-01-01,PS2,Role-Playing,1.54
-01-0103-01-01,PC,Strategy,1.54
-01-0108-01-01,Wii,Sports,1.54
-01-0106-01-01,X360,Shooter,1.54
-01-0116-01-01,PS4,Platform,1.54
-01-0105-01-01,PS2,Sports,1.54
1996-01-01,PS,Shooter,1.54
-01-0111-01-01,PSV,Shooter,1.53
-01-0111-01-01,Wii,Misc,1.53
-01-0112-01-01,PS3,Sports,1.53
1994-01-01,SNES,Fighting,1.53
1998-01-01,PS,Sports,1.53
-01-0112-01-01,PS3,Action,1.53
-01-0103-01-01,GC,Sports,1.53
1997-01-01,PS,Sports,1.53
-01-0112-01-01,PC,Shooter,1.53
-01-0107-01-01,Wii,Action,1.52
1997-01-01,PS,Fighting,1.52
-01-0102-01-01,PS2,Sports,1.52
-01-0114-01-01,WiiU,Platform,1.52
1996-01-01,PS,Racing,1.52
1984-01-01,NES,Shooter,1.52
1984-01-01,NES,Racing,1.52
1998-01-01,PS,Racing,1.52
-01-01-01-01-01-01,PC,Role-Playing,1.52
1998-01-01,PS,Sports,1.52
-01-0109-01-01,PS3,Fighting,1.52
-01-0102-01-01,GC,Puzzle,1.52
-01-0102-01-01,PS2,Action,1.51
-01-0108-01-01,DS,Adventure,1.51
-01-0108-01-01,Wii,Simulation,1.51
-01-0111-01-01,X360,Shooter,1.51
-01-0113-01-01,3DS,Role-Playing,1.51
-01-0109-01-01,Wii,Shooter,1.51
1988-01-01,NES,Action,1.51
-01-0101-01-01,PS,Fighting,1.51
1997-01-01,PS,Sports,1.51
-01-0107-01-01,PS2,Action,1.51
1997-01-01,PS,Misc,1.51
-01-0107-01-01,DS,Action,1.51
-01-0111-01-01,PC,Sports,1.51
-01-0111-01-01,PS3,Role-Playing,1.51
-01-0103-01-01,GC,Fighting,1.5
-01-0106-01-01,PS3,Shooter,1.5
-01-01-01-01-01-01,PS2,Racing,1.5
1998-01-01,PS,Sports,1.5
-01-0102-01-01,PS2,Shooter,1.5
-01-01-01-01-01-01,PS2,Sports,1.5
1986-01-01,NES,Platform,1.5
-01-01-01-01-01-01,N64,Fighting,1.5
1985-01-01,NES,Platform,1.5
1993-01-01,SCD,Platform,1.5
-01-01-01-01-01-01,PS3,Action,1.5
1998-01-01,PS,Action,1.5
-01-0108-01-01,PS3,Misc,1.49
-01-0103-01-01,GC,Role-Playing,1.49
-01-0102-01-01,XB,Shooter,1.49
-01-0108-01-01,PS2,Sports,1.49
-01-01-01-01-01-01,X360,Action,1.49
-01-01-01-01-01-01,N64,Platform,1.49
-01-0106-01-01,PS2,Misc,1.49
-01-01-01-01-01-01,PS3,Action,1.49
-01-0115-01-01,XOne,Action,1.49
-01-0116-01-01,PS4,Shooter,1.49
-01-0106-01-01,PS2,Shooter,1.48
1999-01-01,N64,Fighting,1.48
1997-01-01,GB,Platform,1.48
19-01-01-01-01,NES,Sports,1.48
-01-0107-01-01,PSP,Racing,1.48
-01-0106-01-01,DS,Adventure,1.48
-01-0111-01-01,PS3,Shooter,1.48
-01-0108-01-01,DS,Adventure,1.48
-01-0109-01-01,Wii,Misc,1.48
-01-0108-01-01,X360,Action,1.48
-01-0105-01-01,PS2,Sports,1.48
-01-0104-01-01,PS2,Fighting,1.48
-01-0111-01-01,X360,Action,1.48
-01-0104-01-01,XB,Action,1.48
-01-0113-01-01,3DS,Platform,1.47
-01-0107-01-01,DS,Simulation,1.47
-01-0103-01-01,GBA,Platform,1.47
1999-01-01,N64,Action,1.47
