# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Pieter Tans (303 497 6678; pieter.tans@noaa.gov)
# 
# File Creation: Sun Oct 16 05:00:30 2022
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
# NOTE: DATA FOR THE LAST SEVERAL MONTHS ARE PRELIMINARY, ARE STILL SUBJECT
# TO QUALITY CONTROL PROCEDURES.
# NOTE: The week "1 yr ago" is exactly 365 days ago, and thus does not run from
# Sunday through Saturday. 365 also ignores the possibility of a leap year.
# The week "10 yr ago" is exactly 10*365 days +3 days (for leap years) ago.
#
#      Start of week      CO2 molfrac           (-999.99 = no data)  increase

  yr   mon day  decimal      ppm     days       1_yr_ago  10_yr_ago  since_1800
  1998   2   8  1998.1041    365.74  7           364.43    351.22     85.01
  1998   2  15  1998.1233    365.80  7           363.78    351.36     84.91
  1998   2  22  1998.1425    366.79  7           365.03    352.38     85.74
  1998   3   1  1998.1616    367.24  7           363.98    353.18     85.98
  1998   3   8  1998.1808    366.79  7           364.29    352.20     85.31
  1998   3  15  1998.2000    366.96  7           364.67    352.09     85.24
  1998   3  22  1998.2192    367.90  7           365.20    352.06     85.94
  1998   3  29  1998.2384    368.95  7           365.84    353.20     86.74
  1998   4   5  1998.2575    368.47  7           366.12    353.36     86.04
  1998   4  12  1998.2767    368.61  6           366.31    353.31     85.98
  1998   4  19  1998.2959    368.48  7           367.35    353.78     85.70
  1998   4  26  1998.3151    369.69  7           366.80    354.63     86.80
  1998   5   3  1998.3342    369.86  7           366.60    353.95     86.92
  1998   5  10  1998.3534    368.45  7           366.81    354.43     85.52
  1998   5  17  1998.3726    369.72  6           367.22    354.39     86.85
  1998   5  24  1998.3918    370.08  7           366.42    354.75     87.32
  1998   5  31  1998.4110    369.74  6           366.22    353.95     87.13
  1998   6   7  1998.4301    369.27  7           366.00    354.39     86.85
  1998   6  14  1998.4493    368.94  6           365.51    353.86     86.76
  1998   6  21  1998.4685    368.91  7           365.42    353.43     87.00
  1998   6  28  1998.4877    368.34  6           365.36    353.44     86.76
  1998   7   5  1998.5068    368.58  5           364.84    352.88     87.37
  1998   7  12  1998.5260    367.89  5           364.71    353.11     87.11
  1998   7  19  1998.5452    368.06  6           363.80    352.97     87.75
  1998   7  26  1998.5644    367.25  5           363.89    351.98     87.46
  1998   8   2  1998.5836    367.05  7           363.32    350.84     87.81
  1998   8   9  1998.6027    366.38  7           362.95    350.86     87.69
  1998   8  16  1998.6219    365.69  7           361.63    350.39     87.54
  1998   8  23  1998.6411    365.49  7           361.70    349.92     87.84
  1998   8  30  1998.6603    364.89  6           361.65    349.73     87.68
  1998   9   6  1998.6795    364.45  7           360.29    348.83     87.60
  1998   9  13  1998.6986    363.79  6           360.58    349.23     87.19
  1998   9  20  1998.7178    363.65  7           360.02    348.65     87.20
  1998   9  27  1998.7370    364.19  6           360.03    349.04     87.79
  1998  10   4  1998.7562    364.24  7           360.65    349.12     87.77
  1998  10  11  1998.7753    364.44  7           360.68    349.02     87.82
  1998  10  18  1998.7945    364.67  6           361.27    349.65     87.83
  1998  10  25  1998.8137    364.94  7           361.42    349.69     87.82
  1998  11   1  1998.8329    365.08  7           362.04    350.04     87.66
  1998  11   8  1998.8521    365.54  5           362.35    350.18     87.78
  1998  11  15  1998.8712    366.10  3           362.55    350.37     88.02
  1998  11  22  1998.8904    365.97  6           363.26    350.84     87.56
  1998  11  29  1998.9096    366.74  5           364.16    350.83     88.02
  1998  12   6  1998.9288    366.97  5           364.10    351.12     87.96
  1998  12  13  1998.9479    367.32  6           364.49    351.85     88.03
  1998  12  20  1998.9671    367.44  7           364.75    351.64     87.91
  1998  12  27  1998.9863    367.79  7           365.17    352.41     88.04
  1999   1   3  1999.0055    367.97  7           365.41    352.82     87.97
  1999   1  10  1999.0247    368.27  7           365.37    353.28     88.11
  1999   1  17  1999.0438    367.97  5           365.25    353.09     87.67
  1999   1  24  1999.0630    369.26  6           365.54    352.93     88.83
  1999   1  31  1999.0822    369.43  5           365.98    353.42     88.86
  1999   2   7  1999.1014    369.27  7           365.79    353.10     88.57
  1999   2  14  1999.1205    368.79  4           365.65    353.40     87.94
  1999   2  21  1999.1397    369.24  6           366.78    353.94     88.23
  1999   2  28  1999.1589    368.19  4           367.34    353.67     86.99
  1999   3   7  1999.1781    369.39  7           366.63    353.92     87.98
  1999   3  14  1999.1973    370.34  5           367.06    353.69     88.70
  1999   3  21  1999.2164    370.73  5           367.68    354.47     88.85
  1999   3  28  1999.2356    370.83  7           368.64    354.81     88.72
  1999   4   4  1999.2548    371.89  6           368.58    354.94     89.56
  1999   4  11  1999.2740    371.67  7           368.81    355.52     89.15
  1999   4  18  1999.2932    370.45  7           368.35    356.27     87.77
  1999   4  25  1999.3123    370.77  6           369.57    356.40     87.97
  1999   5   2  1999.3315    371.69  6           369.99    355.66     88.83
  1999   5   9  1999.3507    371.24  7           368.37    355.84     88.37
  1999   5  16  1999.3699    370.74  5           369.63    356.14     87.92
  1999   5  23  1999.3890    370.88  6           370.05    356.11     88.15
  1999   5  30  1999.4082    370.88  7           369.80    356.17     88.28
  1999   6   6  1999.4274    370.55  6           369.29    355.51     88.13
  1999   6  13  1999.4466    370.58  7           369.08    355.41     88.38
  1999   6  20  1999.4658    370.05  5           368.91    355.13     88.11
  1999   6  27  1999.4849    369.94  4           368.38    354.92     88.31
  1999   7   4  1999.5041    370.21  6           368.36    354.96     88.95
  1999   7  11  1999.5233    370.29  7           368.21    354.28     89.43
  1999   7  18  1999.5425    369.25  7           368.13    353.56     88.85
  1999   7  25  1999.5616    368.43  6           367.26    353.38     88.54
  1999   8   1  1999.5808    367.85  5           367.15    353.09     88.50
  1999   8   8  1999.6000    367.51  6           366.42    352.53     88.71
  1999   8  15  1999.6192    366.75  7           365.77    351.82     88.50
  1999   8  22  1999.6384    366.42  5           365.61    350.76     88.68
  1999   8  29  1999.6575    365.32  6           364.88    350.91     88.04
  1999   9   5  1999.6767    364.48  6           364.70    350.72     87.57
  1999   9  12  1999.6959    365.31  6           363.73    349.52     88.68
  1999   9  19  1999.7151    365.20  7           363.60    349.62     88.74
  1999   9  26  1999.7342    364.82  7           364.04    350.17     88.42
  1999  10   3  1999.7534    365.30  7           364.26    350.41     88.85
  1999  10  10  1999.7726    365.34  7           364.43    350.02     88.75
  1999  10  17  1999.7918    365.75  7           364.65    350.39     88.94
  1999  10  24  1999.8110    365.80  7           364.94    350.76     88.71
  1999  10  31  1999.8301    366.13  7           365.02    350.63     88.72
  1999  11   7  1999.8493    366.80  7           365.49    351.39     89.05
  1999  11  14  1999.8685    366.91  5           366.00    351.79     88.81
  1999  11  21  1999.8877    367.24  7           366.00    351.84     88.80
  1999  11  28  1999.9068    367.60  5           366.65    352.20     88.84
  1999  12   5  1999.9260    368.03  7           366.97    352.50     88.98
  1999  12  12  1999.9452    368.05  6           367.20    353.19     88.72
  1999  12  19  1999.9644    368.43  6           367.48    352.85     88.86
  1999  12  26  1999.9836    368.89  6           367.71    353.03     89.11
  2000   1   2  2000.0055    368.89  7           367.99    353.64     88.88
  2000   1   9  2000.0246    369.03  7           368.23    353.63     88.86
  2000   1  16  2000.0437    370.19  4           367.97    354.06     89.90
  2000   1  23  2000.0628    370.24  5           369.10    353.88     89.83
  2000   1  30  2000.0820    369.41  5           369.55    354.42     88.89
  2000   2   6  2000.1011    369.77  3           369.19    355.15     89.13
  2000   2  13  2000.1202    370.14  4           369.03    355.21     89.38
  2000   2  20  2000.1393    369.52  6           369.14    355.25     88.61
  2000   2  27  2000.1585    370.27  7           368.19    355.39     89.18
  2000   3   5  2000.1749    370.24  7           369.06    355.47     88.97
  2000   3  12  2000.1940    370.80  7           370.36    355.91     89.31
  2000   3  19  2000.2131    371.05  6           370.48    355.43     89.30
  2000   3  26  2000.2322    371.29  7           370.90    356.24     89.29
  2000   4   2  2000.2514    371.23  7           371.69    356.39     88.97
  2000   4   9  2000.2705    372.17  6           371.75    356.13     89.69
  2000   4  16  2000.2896    372.50  6           370.60    356.32     89.82
  2000   4  23  2000.3087    372.08  6           370.77    356.71     89.26
  2000   4  30  2000.3279    371.07  7           371.67    357.31     88.16
  2000   5   7  2000.3470    372.04  6           371.32    357.59     89.11
  2000   5  14  2000.3661    371.67  7           370.87    357.24     88.77
  2000   5  21  2000.3852    372.24  7           370.88    357.33     89.42
  2000   5  28  2000.4044    372.04  5           370.86    357.38     89.35
  2000   6   4  2000.4235    372.08  6           370.65    356.87     89.57
  2000   6  11  2000.4426    371.83  7           370.55    356.22     89.54
  2000   6  18  2000.4617    371.95  6           370.07    356.10     89.93
  2000   6  25  2000.4809    371.41  7           369.99    355.97     89.69
  2000   7   2  2000.5000    370.38  6           370.12    356.01     89.03
  2000   7   9  2000.5191    370.31  7           370.45    354.84     89.37
  2000   7  16  2000.5383    370.10  5           369.33    354.38     89.62
  2000   7  23  2000.5574    369.35  4           368.51    354.34     89.37
  2000   7  30  2000.5765    369.08  7           367.72    353.83     89.64
  2000   8   6  2000.5956    368.62  7           367.71    353.17     89.74
  2000   8  13  2000.6148    368.40  7           366.82    353.48     90.06
  2000   8  20  2000.6339    367.68  5           366.45    352.85     89.86
  2000   8  27  2000.6530    367.70  5           365.67    351.54     90.35
  2000   9   3  2000.6721    367.32  6           364.27    351.16     90.35
  2000   9  10  2000.6913    367.33  6           365.16    351.06     90.64
  2000   9  17  2000.7104    366.86  7           365.33    351.66     90.36
  2000   9  24  2000.7295    366.86  5           364.80    351.50     90.42
  2000  10   1  2000.7486    366.78  7           365.22    351.38     90.31
  2000  10   8  2000.7678    366.88  7           365.40    351.57     90.28
  2000  10  15  2000.7869    367.13  6           365.61    351.62     90.33
  2000  10  22  2000.8060    367.62  7           365.81    351.86     90.55
  2000  10  29  2000.8251    368.00  7           366.10    352.35     90.62
  2000  11   5  2000.8443    368.20  5           366.72    352.74     90.49
  2000  11  12  2000.8634    368.75  7           366.89    353.24     90.71
  2000  11  19  2000.8825    368.64  4           367.22    353.52     90.26
  2000  11  26  2000.9016    368.86  6           367.57    353.67     90.16
  2000  12   3  2000.9208    369.84  7           367.93    353.92     90.84
  2000  12  10  2000.9399    369.83  7           368.06    354.32     90.55
  2000  12  17  2000.9590    369.81  7           368.43    354.44     90.28
  2000  12  24  2000.9781    370.02  7           368.88    354.92     90.27
  2000  12  31  2000.9973    370.34  7           368.87    354.70     90.45
  2001   1   7  2001.0164    370.46  7           369.05    354.65     90.41
  2001   1  14  2001.0356    370.84  6           369.74    355.22     90.64
  2001   1  21  2001.0548    370.69  7           370.42    354.85     90.35
  2001   1  28  2001.0740    371.53  7           369.54    355.44     91.07
  2001   2   4  2001.0932    371.76  6           369.51    355.44     91.16
  2001   2  11  2001.1123    372.14  6           369.93    356.14     91.41
  2001   2  18  2001.1315    371.66  7           369.67    356.36     90.78
  2001   2  25  2001.1507    371.90  7           370.15    356.16     90.85
  2001   3   4  2001.1699    372.37  5           370.24    357.10     91.12
  2001   3  11  2001.1890    372.67  7           370.71    357.85     91.19
  2001   3  18  2001.2082    372.72  7           371.21    357.04     91.00
  2001   3  25  2001.2274    372.58  5           371.07    357.61     90.61
  2001   4   1  2001.2466    372.63  7           371.28    358.66     90.42
  2001   4   8  2001.2658    373.79  7           371.91    357.87     91.35
  2001   4  15  2001.2849    373.90  7           372.71    359.00     91.25
  2001   4  22  2001.3041    373.79  7           372.07    359.33     90.99
  2001   4  29  2001.3233    373.73  5           371.06    359.27     90.82
  2001   5   6  2001.3425    374.12  4           371.96    358.94     91.15
  2001   5  13  2001.3616    373.88  4           371.59    359.65     90.92
  2001   5  20  2001.3808    374.09  7           372.30    359.54     91.19
  2001   5  27  2001.4000    374.07  7           371.98    358.72     91.29
  2001   6   3  2001.4192    373.65  5           372.06    358.42     91.04
  2001   6  10  2001.4384    373.23  5           371.85    358.50     90.84
  2001   6  17  2001.4575    373.30  7           371.99    358.18     91.18
  2001   6  24  2001.4767    373.20  7           371.49    357.75     91.40
  2001   7   1  2001.4959    372.66  7           370.49    357.31     91.24
  2001   7   8  2001.5151    371.51  4           370.37    356.69     90.51
  2001   7  15  2001.5342    371.48  7           370.15    356.01     90.94
  2001   7  22  2001.5534    371.04  5           369.58    355.25     91.02
  2001   7  29  2001.5726    371.06  3           369.15    355.55     91.57
  2001   8   5  2001.5918    370.09  7           368.68    354.65     91.14
  2001   8  12  2001.6110    369.36  6           368.37    354.09     90.95
  2001   8  19  2001.6301    369.48  7           367.87    353.24     91.58
  2001   8  26  2001.6493    369.45  7           367.63    353.10     92.01
  2001   9   2  2001.6685    368.50  7           367.41    353.07     91.44
  2001   9   9  2001.6877    368.72  6           367.33    352.41     91.95
  2001   9  16  2001.7068    368.21  7           366.89    352.00     91.64
  2001   9  23  2001.7260    367.97  6           366.87    351.96     91.49
  2001   9  30  2001.7452    368.21  7           366.83    351.74     91.72
  2001  10   7  2001.7644    368.46  7           366.78    352.20     91.87
  2001  10  14  2001.7836    368.33  7           367.17    352.62     91.56
  2001  10  21  2001.8027    368.87  7           367.51    352.81     91.86
  2001  10  28  2001.8219    369.29  7           367.94    353.14     91.99
  2001  11   4  2001.8411    369.29  6           368.21    353.84     91.66
  2001  11  11  2001.8603    370.01  3           368.66    353.80     92.06
  2001  11  18  2001.8795    370.39  6           368.66    353.95     92.11
  2001  11  25  2001.8986    370.61  7           368.78    354.28     92.01
  2001  12   2  2001.9178    370.96  7           369.69    354.72     92.06
  2001  12   9  2001.9370    371.40  6           369.90    354.99     92.22
  2001  12  16  2001.9562    371.44  7           369.77    355.30     92.00
  2001  12  23  2001.9753    371.87  6           370.02    355.65     92.21
  2001  12  30  2001.9945    372.38  7           370.26    356.50     92.54
  2002   1   6  2002.0137    372.38  7           370.36    356.27     92.33
  2002   1  13  2002.0329    372.91  7           371.01    356.60     92.67
  2002   1  20  2002.0521    372.75  7           370.52    356.18     92.35
  2002   1  27  2002.0712    372.99  4           371.58    356.32     92.42
  2002   2   3  2002.0904    373.13  7           371.82    357.09     92.41
  2002   2  10  2002.1096    373.18  7           371.83    357.24     92.31
  2002   2  17  2002.1288    373.26  7           371.81    357.30     92.23
  2002   2  24  2002.1479    373.91  7           371.67    357.18     92.72
  2002   3   3  2002.1671    374.06  6           372.51    356.93     92.68
  2002   3  10  2002.1863    374.31  7           372.69    358.06     92.72
  2002   3  17  2002.2055    374.81  5           372.69    358.41     93.01
  2002   3  24  2002.2247    374.45  3           372.45    359.00     92.42
  2002   3  31  2002.2438    374.43  7           372.73    358.22     92.17
  2002   4   7  2002.2630    374.70  7           373.69    359.26     92.22
  2002   4  14  2002.2822    375.40  6           373.76    359.50     92.73
  2002   4  21  2002.3014    375.59  7           373.85    359.58     92.75
  2002   4  28  2002.3205    376.23  7           373.74    359.52     93.28
  2002   5   5  2002.3397    375.76  6           374.12    359.83     92.76
  2002   5  12  2002.3589    375.23  6           373.88    358.80     92.23
  2002   5  19  2002.3781    376.10  7           374.03    359.57     93.15
  2002   5  26  2002.3973    376.41  7           374.15    360.58     93.58
  2002   6   2  2002.4164    376.07  7           373.80    360.51     93.41
  2002   6   9  2002.4356    375.62  7           373.25    359.63     93.18
  2002   6  16  2002.4548    375.40  5           373.27    358.98     93.23
  2002   6  23  2002.4740    375.66  7           373.26    358.81     93.81
  2002   6  30  2002.4932    374.99  7           372.80    358.81     93.52
  2002   7   7  2002.5123    374.63  7           371.58    357.60     93.59
  2002   7  14  2002.5315    374.09  4           371.46    356.90     93.52
  2002   7  21  2002.5507    373.51  5           371.08    356.64     93.44
  2002   7  28  2002.5699    373.49  6           371.34    355.46     93.97
  2002   8   4  2002.5890    372.75  6           370.24    355.39     93.78
  2002   8  11  2002.6082    371.98  6           369.31    355.66     93.56
  2002   8  18  2002.6274    371.50  7           369.50    355.28     93.60
  2002   8  25  2002.6466    371.11  6           369.55    354.31     93.68
  2002   9   1  2002.6658    370.43  5           368.55    352.92     93.40
  2002   9   8  2002.6849    371.81  5           368.65    354.27     95.09
  2002   9  15  2002.7041    371.01  6           368.37    352.67     94.50
  2002   9  22  2002.7233    370.67  5           367.97    352.61     94.28
  2002   9  29  2002.7425    370.05  7           368.13    353.12     93.66
  2002  10   6  2002.7616    370.08  7           368.45    353.23     93.60
  2002  10  13  2002.7808    371.41  7           368.31    353.60     94.76
  2002  10  20  2002.8000    370.87  7           368.84    353.36     93.98
  2002  10  27  2002.8192    371.24  7           369.28    353.36     94.06
  2002  11   3  2002.8384    372.14  7           369.26    354.27     94.66
  2002  11  10  2002.8575    372.04  7           369.94    354.06     94.23
  2002  11  17  2002.8767    372.91  7           370.34    354.40     94.77
  2002  11  24  2002.8959    372.94  6           370.58    354.86     94.49
  2002  12   1  2002.9151    373.23  7           370.93    354.96     94.46
  2002  12   8  2002.9342    373.77  7           371.34    355.44     94.72
  2002  12  15  2002.9534    373.76  7           371.38    355.56     94.43
  2002  12  22  2002.9726    374.66  7           371.88    356.18     95.08
  2002  12  29  2002.9918    374.88  7           372.28    356.47     95.07
  2003   1   5  2003.0110    374.73  7           372.28    357.20     94.71
  2003   1  12  2003.0301    375.21  7           372.84    357.18     94.98
  2003   1  19  2003.0493    375.11  6           372.92    356.94     94.70
  2003   1  26  2003.0685    375.48  7           372.78    357.42     94.91
  2003   2   2  2003.0877    375.35  7           373.01    357.11     94.62
  2003   2   9  2003.1068    375.30  7           373.33    357.31     94.42
  2003   2  16  2003.1260    376.57  7           373.22    357.37     95.55
  2003   2  23  2003.1452    376.20  6           373.93    357.88     95.03
  2003   3   2  2003.1644    376.49  7           373.93    358.61     95.15
  2003   3   9  2003.1836    376.55  6           374.28    358.74     95.03
  2003   3  16  2003.2027    376.15  5           374.65    358.39     94.42
  2003   3  23  2003.2219    377.18  7           374.30    358.30     95.24
  2003   3  30  2003.2411    377.03  7           374.48    359.30     94.85
  2003   4   6  2003.2603    377.32  7           374.73    358.77     94.91
  2003   4  13  2003.2795    377.98  4           375.21    359.22     95.34
  2003   4  20  2003.2986    378.54  7           375.50    359.79     95.71
  2003   4  27  2003.3178    378.81  7           376.23    359.84     95.82
  2003   5   4  2003.3370    378.25  6           375.78    359.58     95.17
  2003   5  11  2003.3562    378.25  7           375.23    360.42     95.13
  2003   5  18  2003.3753    379.62  7           376.07    360.71     96.54
  2003   5  25  2003.3945    378.91  7           376.39    360.78     95.94
  2003   6   1  2003.4137    378.59  6           376.11    359.96     95.81
  2003   6   8  2003.4329    378.68  4           375.73    359.97     96.14
  2003   6  15  2003.4521    378.30  7           375.38    359.71     96.07
  2003   6  22  2003.4712    378.49  6           375.78    359.31     96.62
  2003   6  29  2003.4904    377.75  6           374.96    358.55     96.29
  2003   7   6  2003.5096    376.74  7           374.69    357.90     95.71
  2003   7  13  2003.5288    377.41  6           374.22    358.02     96.86
  2003   7  20  2003.5479    376.57  7           374.02    356.91     96.52
  2003   7  27  2003.5671    376.08  7           373.21    356.56     96.55
  2003   8   3  2003.5863    375.12  6           372.84    356.52     96.12
  2003   8  10  2003.6055    374.90  7           372.35    355.89     96.42
  2003   8  17  2003.6247    374.06  6           371.44    355.39     96.08
  2003   8  24  2003.6438    373.61  2           370.98    355.00     96.08
  2003   8  31  2003.6630    373.37  3           370.65    354.30     96.25
  2003   9   7  2003.6822    373.30  7           371.57    354.23     96.50
  2003   9  14  2003.7014    373.05  6           371.17    354.28     96.48
  2003   9  21  2003.7205    373.51  6           370.67    354.03     97.08
  2003   9  28  2003.7397    373.45  7           370.10    354.33     97.05
  2003  10   5  2003.7589    373.09  7           370.10    354.15     96.63
  2003  10  12  2003.7781    372.95  7           371.24    354.01     96.36
  2003  10  19  2003.7973    373.60  6           371.05    354.54     96.79
  2003  10  26  2003.8164    373.57  6           371.10    354.45     96.48
  2003  11   2  2003.8356    374.13  4           372.10    354.77     96.74
  2003  11   9  2003.8548    374.70  7           372.01    355.16     96.97
  2003  11  16  2003.8740    375.06  7           372.77    355.81     97.01
  2003  11  23  2003.8932    375.45  7           372.93    356.15     97.07
  2003  11  30  2003.9123    375.49  7           373.12    356.30     96.79
  2003  12   7  2003.9315    375.95  7           373.79    356.67     96.96
  2003  12  14  2003.9507    376.51  7           373.76    356.98     97.23
  2003  12  21  2003.9699    376.31  4           374.47    357.57     96.77
  2003  12  28  2003.9890    376.53  6           374.92    357.60     96.75
  2004   1   4  2004.0109    376.51  7           374.67    358.31     96.53
  2004   1  11  2004.0301    377.13  7           375.17    358.31     96.94
  2004   1  18  2004.0492    377.28  7           375.18    358.46     96.91
  2004   1  25  2004.0683    378.13  6           375.39    358.41     97.59
  2004   2   1  2004.0874    378.06  7           375.31    358.34     97.35
  2004   2   8  2004.1066    378.61  7           375.23    359.09     97.75
  2004   2  15  2004.1257    377.67  7           376.51    358.93     96.67
  2004   2  22  2004.1448    377.79  7           376.27    359.54     96.63
  2004   2  29  2004.1639    378.46  7           376.46    358.82     97.12
  2004   3   7  2004.1803    379.14  5           376.52    359.78     97.64
  2004   3  14  2004.1995    379.40  6           376.15    360.62     97.70
  2004   3  21  2004.2186    378.67  7           377.12    360.91     96.74
  2004   3  28  2004.2377    379.90  7           377.06    360.78     97.72
  2004   4   4  2004.2568    380.20  5           377.34    361.23     97.78
  2004   4  11  2004.2760    380.92  7           377.69    361.16     98.25
  2004   4  18  2004.2951    380.56  5           378.48    361.24     97.69
  2004   4  25  2004.3142    380.82  7           378.82    362.34     97.77
  2004   5   2  2004.3333    380.90  6           378.34    361.94     97.73
  2004   5   9  2004.3525    380.89  7           378.02    361.45     97.67
  2004   5  16  2004.3716    380.43  7           379.73    361.93     97.24
  2004   5  23  2004.3907    381.25  5           379.07    361.71     98.16
  2004   5  30  2004.4098    380.11  7           378.51    361.33     97.21
  2004   6   6  2004.4290    380.27  6           378.67    361.10     97.62
  2004   6  13  2004.4481    380.34  3           378.39    361.06     97.99
  2004   6  20  2004.4672    379.55  5           378.47    360.82     97.57
  2004   6  27  2004.4863    379.32  5           377.89    360.08     97.75
  2004   7   4  2004.5055    378.50  4           376.73    360.03     97.38
  2004   7  11  2004.5246    378.07  5           377.40    359.73     97.43
  2004   7  18  2004.5437    376.92  7           376.63    359.24     96.78
  2004   7  25  2004.5628    376.59  6           376.07    359.05     96.96
  2004   8   1  2004.5820    376.91  4           375.47    358.38     97.81
  2004   8   8  2004.6011    376.41  6           374.87    358.06     97.84
  2004   8  15  2004.6202    375.95  4           373.96    357.76     97.88
  2004   8  22  2004.6393    376.26  2           374.08    356.68     98.67
  2004   8  29  2004.6585    374.17  1           373.19    356.34     96.99
  2004   9   5  2004.6776    374.62  6           373.45    356.69     97.79
  2004   9  12  2004.6967    374.23  4           372.95    355.15     97.65
  2004   9  19  2004.7158    374.57  3           373.47    355.76     98.17
  2004   9  26  2004.7350    374.48  3           373.44    355.51     98.13
  2004  10   3  2004.7541    374.16  5           373.12    355.84     97.78
  2004  10  10  2004.7732    374.40  7           372.99    356.05     97.88
  2004  10  17  2004.7923    374.74  7           373.48    356.38     98.02
  2004  10  24  2004.8115    375.13  7           373.58    356.64     98.15
  2004  10  31  2004.8306    375.48  6           374.20    356.85     98.19
  2004  11   7  2004.8497    375.63  7           374.51    357.18     98.01
  2004  11  14  2004.8689    376.98  7           375.08    358.30     99.02
  2004  11  21  2004.8880    376.90  7           375.46    357.83     98.61
  2004  11  28  2004.9071    376.99  7           375.45    358.29     98.39
  2004  12   5  2004.9262    377.72  7           375.76    358.94     98.82
  2004  12  12  2004.9454    377.40  7           376.59    359.48     98.23
  2004  12  19  2004.9645    377.95  7           376.29    358.86     98.52
  2004  12  26  2004.9836    377.99  6           376.52    359.45     98.32
  2005   1   2  2005.0027    378.36  7           376.53    359.82     98.43
  2005   1   9  2005.0219    378.61  7           377.07    359.98     98.47
  2005   1  16  2005.0411    378.52  7           377.12    360.35     98.19
  2005   1  23  2005.0603    378.80  7           378.07    360.11     98.31
  2005   1  30  2005.0795    379.59  6           378.08    360.28     98.95
  2005   2   6  2005.0986    379.40  6           378.58    361.05     98.63
  2005   2  13  2005.1178    380.10  5           377.84    361.13     99.21
  2005   2  20  2005.1370    380.06  7           377.62    361.14     99.04
  2005   2  27  2005.1562    381.54  5           378.51    362.10    100.39
  2005   3   6  2005.1753    380.24  5           379.09    361.71     98.92
  2005   3  13  2005.1945    381.46  7           379.22    361.25     99.96
  2005   3  20  2005.2137    380.40  7           378.78    361.88     98.67
  2005   3  27  2005.2329    381.95  6           379.82    363.42     99.98
  2005   4   3  2005.2521    382.49  6           379.87    363.70    100.25
  2005   4  10  2005.2712    382.28  5           380.91    363.12     99.78
  2005   4  17  2005.2904    382.35  7           380.47    363.13     99.60
  2005   4  24  2005.3096    382.76  6           380.97    363.60     99.80
  2005   5   1  2005.3288    382.13  7           380.74    362.96     99.02
  2005   5   8  2005.3479    382.15  7           381.00    364.03     98.95
  2005   5  15  2005.3671    382.82  7           380.35    364.49     99.61
  2005   5  22  2005.3863    383.20  7           381.17    363.73    100.07
  2005   5  29  2005.4055    382.98  7           380.41    364.02    100.01
  2005   6   5  2005.4247    382.82  7           380.06    363.82    100.07
  2005   6  12  2005.4438    382.60  6           380.39    363.08    100.14
  2005   6  19  2005.4630    382.13  7           379.56    363.02    100.03
  2005   6  26  2005.4822    381.56  6           379.38    362.56     99.85
  2005   7   3  2005.5014    381.28  6           378.70    362.39    100.02
  2005   7  10  2005.5205    381.05  6           378.12    362.19    100.25
  2005   7  17  2005.5397    380.95  7           377.02    361.47    100.65
  2005   7  24  2005.5589    380.34  7           376.86    360.94    100.57
  2005   7  31  2005.5781    380.03  6           376.71    360.34    100.79
  2005   8   7  2005.5973    379.10  6           376.49    359.80    100.39
  2005   8  14  2005.6164    379.02  7           375.97    358.82    100.83
  2005   8  21  2005.6356    378.18  6           376.20    358.95    100.47
  2005   8  28  2005.6548    378.14  4           374.17    358.00    100.86
  2005   9   4  2005.6740    377.55  6           374.69    358.44    100.62
  2005   9  11  2005.6932    376.41  7           374.21    358.80     99.75
  2005   9  18  2005.7123    376.53  6           374.52    358.79    100.04
  2005   9  25  2005.7315    376.64  7           374.60    357.75    100.22
  2005  10   2  2005.7507    376.83  7           374.17    357.93    100.39
  2005  10   9  2005.7699    377.10  4           374.39    357.84    100.54
  2005  10  16  2005.7890   -999.99  0           374.67    358.21   -999.99
  2005  10  23  2005.8082    377.70  2           375.07    358.44    100.70
  2005  10  30  2005.8274    378.00  3           375.43    359.02    100.72
  2005  11   6  2005.8466    378.14  7           375.64    359.30    100.55
  2005  11  13  2005.8658    379.05  5           376.85    359.75    101.14
  2005  11  20  2005.8849    378.68  4           376.86    359.98    100.45
  2005  11  27  2005.9041    379.22  7           376.89    360.01    100.68
  2005  12   4  2005.9233    380.12  6           377.64    360.43    101.29
